No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date,AH Close,AH Change
204,TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,58.81M,-,-,-,36.75,0.71,7.44,29.40,-,-,-0.12,-,-,24.40%,30.00%,11.60%,-217.10%,50.00%,31.12M,29.22M,5.20%,14.50%,33.20%,2.54%,0.17%,0.89,-4.30%,-4.40%,-5.10%,-,-,0.00,0.00,-,-,-,3.25%,-1.53%,1.22%,7.82%,-9.39%,-10.23%,1.05,0.08,4.61%,4.18%,7.63%,12.58%,22.35%,1.43%,28.32%,-7.39%,104.82%,66.15,9.24%,1.04%,-,56.97K,31.06,2.13,10.37%,"1,752,142",Nov 18/a,-,3/16/1983,-,-
205,UONEK,"Urban One, Inc.",Communication Services,Broadcasting,USA,82.69M,-,-,-,0.22,0.32,0.81,1.23,-,-,-0.95,-99.30%,-,15.00%,-,-0.20%,-348.80%,-17.30%,44.18M,20.96M,58.70%,0.00%,17.10%,-9.50%,2.80%,0.31,-3.50%,-25.60%,7.20%,1.90,1.90,5.09,5.40,69.50%,1.40%,-11.50%,-8.46%,5.31%,37.84%,-56.73%,-37.98%,-37.37%,1.22,0.09,5.21%,7.76%,-8.13%,3.32%,-1.33%,-18.12%,32.61%,-82.16%,117.08%,47.16,2.52%,0.00%,-,1.86M,0.19,1.22,2.52%,"352,337",Nov 12/b,-,6/7/2000,-,-
206,USIO,"Usio, Inc.",Technology,Software - Infrastructure,USA,65.76M,-,-,-,2.18,2.79,5.77,21.21,-,-,-0.34,-26.80%,53.80%,-24.20%,-,16.10%,36.30%,14.10%,15.47M,15.39M,10.60%,41.61%,12.40%,-,0.10%,0.05,-7.70%,-50.80%,-68.00%,1.20,1.20,0.03,0.05,21.30%,-14.90%,-15.20%,40.20%,78.27%,76.58%,39.50%,56.30%,78.85%,1.59,0.21,12.90%,9.59%,55.06%,74.93%,60.38%,4.24%,106.29%,-20.70%,292.29%,83.42,3.51%,2.15%,1.80,282.49K,2.66,2.95,5.73%,"743,775",Nov 12/a,-,12/9/1999,-,-
207,USWS,"U.S. Well Services, Inc.",Energy,Oil & Gas Midstream,USA,32.17M,-,-,-,0.11,-,64.34,-,-,-,-4.10,-58.90%,54.80%,-,-,-,37.90%,-66.40%,66.67M,40.36M,15.37%,0.00%,53.90%,-1.10%,0.90%,0.19,-93.80%,-,-19.40%,0.90,0.80,-,-,24.00%,-,-,-17.63%,10.85%,59.70%,-19.26%,-67.94%,-77.78%,1.89,0.04,9.81%,11.38%,-0.95%,17.37%,10.90%,-15.81%,51.25%,-77.91%,92.74%,53.42,3.77%,2.38%,3.00,1.96M,0.27,0.45,6.24%,"522,435",Nov 05/a,-,5/5/2017,-,-
208,UTSI,UTStarcom Holdings Corp.,Technology,Communication Equipment,China,53.47M,-,-,-,1.31,0.59,1.62,-,-,-,-0.51,-182.90%,-,32.90%,22.00%,-12.70%,-,-44.50%,35.69M,10.96M,70.60%,0.00%,3.90%,6.89%,1.53%,0.21,-11.50%,-18.50%,-6.20%,2.70,2.50,0.00,0.00,36.20%,-32.00%,-44.30%,-2.05%,52.13%,34.91%,-17.34%,-51.19%,-51.53%,1.42,0.17,8.94%,13.30%,4.79%,21.40%,-12.31%,-46.85%,64.23%,-54.36%,64.23%,54.70,-1.46%,-4.20%,-,802.03K,0.35,1.35,-5.59%,"280,722",-,-,3/3/2000,-,-
209,VBLT,Vascular Biogenics Ltd.,Healthcare,Biotechnology,Israel,90.08M,-,-,-,112.60,2.44,2.45,-,-,-,-0.57,12.60%,1.90%,10.40%,-,-,10.90%,100.00%,47.90M,36.89M,22.99%,0.00%,23.80%,-5.21%,1.10%,1.75,-47.20%,-61.80%,-51.60%,5.20,5.20,0.05,0.07,72.40%,-,-,6.15%,59.45%,61.02%,52.00%,72.73%,58.33%,1.13,0.14,8.37%,9.41%,24.98%,47.34%,53.69%,-4.39%,93.64%,-4.39%,117.78%,81.60,4.26%,-1.05%,1.80,232.02K,0.91,1.96,3.16%,"208,615",Nov 16/b,-,10/1/2014,-,-
210,VCNX,"Vaccinex, Inc.",Healthcare,Biotechnology,USA,49.79M,-,-,-,82.99,-,-,-,-,-,-1.70,3.80%,9.30%,-,-,-,21.50%,50.00%,20.08M,18.27M,2.20%,224.24%,50.40%,19.51%,2.23%,0.42,-367.10%,113.00%,122.20%,1.30,1.30,-,-,99.70%,-,-,7.39%,11.22%,17.20%,-33.54%,-56.49%,-55.05%,-,0.15,6.47%,7.18%,8.26%,13.85%,-38.78%,-28.97%,39.02%,-81.36%,39.88%,58.77,3.17%,1.38%,2.00,969.46K,0.48,2.28,4.59%,"464,441",-,-,8/9/2018,-,-
211,VERO,Venus Concept Inc.,Healthcare,Medical Devices,Canada,76.47M,-,-,-,0.51,2.15,5.97,-,-,-,-2.88,62.90%,75.80%,-,-,-,89.90%,-21.00%,40.47M,37.18M,1.90%,5.49%,74.50%,0.48%,0.65%,1.29,-53.80%,-178.90%,-22.20%,2.70,2.20,1.98,2.09,70.30%,-43.80%,-57.40%,-11.68%,-18.88%,-11.68%,-53.90%,-60.21%,-59.79%,-,0.20,6.46%,6.97%,-17.50%,-17.85%,-38.06%,-31.64%,2.05%,-79.11%,2.05%,38.60,-3.59%,3.17%,1.60,187.84K,5.82,1.88,-0.53%,"1,081,882",Nov 16/b,-,10/12/2017,-,-
212,VOC,VOC Energy Trust,Energy,Oil & Gas E&P,USA,42.51M,7.59,-,-,6.16,2.11,53.14,-,13.79%,126.20%,0.33,-2.10%,-,-17.80%,-,-17.10%,-100.00%,-,17.00M,17.00M,-,-,4.80%,-6.13%,0.08%,0.06,17.80%,17.80%,18.70%,-,-,0.00,0.00,-,-,80.60%,-0.76%,22.69%,85.41%,8.16%,-46.62%,-46.74%,1.85,0.16,9.96%,6.74%,3.99%,22.42%,30.76%,-15.99%,73.94%,-51.66%,96.03%,57.62,0.00%,0.16%,-,252.00K,0.29,2.47,0.16%,"72,009",-,-,5/5/2011,-,-
213,VOLT,"Volt Information Sciences, Inc.",Industrials,Staffing & Employment Services,USA,39.39M,-,9.11,-,0.05,0.93,-,10.94,-,-,-1.02,53.70%,119.60%,-34.70%,-,-10.20%,21.70%,-20.30%,21.59M,13.30M,3.80%,18.67%,26.40%,-15.49%,0.16%,0.15,-9.10%,-52.00%,-12.00%,2.10,2.10,1.46,1.46,15.70%,-2.00%,-2.50%,-7.98%,4.85%,25.36%,22.70%,-24.78%,-30.24%,2.44,0.14,5.24%,8.91%,-11.59%,4.67%,40.97%,-24.26%,40.16%,-44.89%,173.85%,46.37,4.09%,-1.16%,-,140.99K,0.38,1.78,2.89%,"53,227",Sep 10/a,-,11/1/1982,-,-
214,VTNR,"Vertex Energy, Inc.",Energy,Oil & Gas Refining & Marketing,USA,29.93M,-,-,-,0.22,3.03,1.92,13.01,-,-,-0.56,-23.00%,93.70%,-3.70%,20.00%,-8.80%,-0.90%,-1.10%,45.56M,31.69M,6.30%,0.00%,13.30%,-7.91%,2.49%,1.35,-20.40%,-140.30%,-6.80%,1.40,1.30,0.93,1.47,18.20%,-4.60%,-18.40%,2.38%,25.37%,48.04%,3.29%,-54.99%,-56.74%,2.50,0.07,7.50%,12.01%,-5.22%,18.98%,13.08%,-32.99%,67.29%,-65.64%,67.29%,54.67,-0.74%,1.32%,1.70,584.86K,1.08,0.67,0.57%,"626,190",-,-,10/21/1992,-,-
215,WTER,The Alkaline Water Company Inc.,Consumer Defensive,Beverages - Non-Alcoholic,USA,80.23M,-,-,-,1.76,13.12,20.06,-,-,-,-0.27,-27.70%,36.40%,35.90%,-,61.90%,7.70%,3.80%,67.89M,67.85M,7.70%,0.00%,7.50%,39.37%,4.98%,1.98,-90.40%,-340.10%,-161.60%,1.40,1.00,0.02,0.89,40.70%,-29.80%,-31.30%,-0.94%,-5.41%,-14.63%,-38.24%,-17.97%,-17.32%,2.60,0.07,4.25%,6.32%,-2.18%,-14.38%,-18.15%,-39.94%,5.39%,-58.65%,168.75%,44.24,3.37%,-0.95%,2.30,1.70M,2.27,1.08,2.38%,"3,836,611",Nov 16/a,-,5/28/2013,-,-
216,WTT,"Wireless Telecom Group, Inc.",Technology,Communication Equipment,USA,37.45M,-,-,-,0.87,1.15,17.02,62.42,-,-,-0.11,-,50.00%,-16.80%,-,3.90%,-61.70%,0.90%,21.70M,19.74M,0.20%,0.00%,33.50%,-0.42%,0.02%,0.07,-4.70%,-7.50%,-0.30%,1.90,1.10,0.30,0.31,49.70%,-5.30%,-5.50%,-17.35%,5.88%,14.89%,50.00%,17.39%,13.29%,0.85,0.14,8.77%,8.39%,-2.92%,10.20%,42.30%,-32.95%,30.07%,-32.95%,143.65%,50.51,6.78%,0.00%,2.00,60.92K,1.58,1.73,6.78%,"95,165",Nov 13/b,-,10/21/1991,-,-
217,XPL,Solitario Zinc Corp.,Basic Materials,Other Industrial Metals & Mining,USA,31.49M,-,-,-,-,1.38,3.66,-,-,-,-0.01,8.20%,-,-3.80%,-,15.30%,96.40%,-,58.11M,48.60M,16.37%,0.00%,6.60%,13.67%,0.12%,0.05,-3.20%,-3.20%,-,34.80,34.80,0.00,0.00,-,-,-,5.51%,24.30%,34.61%,83.99%,102.39%,88.84%,1.70,0.04,7.99%,8.70%,19.23%,30.85%,68.33%,1.68%,57.83%,-31.82%,354.47%,69.76,3.45%,2.33%,-,1.16M,0.50,0.60,5.86%,"571,515",-,-,10/21/2003,-,-
218,ZCMD,Zhongchao Inc.,Healthcare,Health Information Services,China,50.95M,9.41,-,-,3.42,-,6.53,509.52,-,0.00%,0.19,28.80%,-,-,-,-,-15.70%,21.10%,28.95M,12.19M,37.24%,0.00%,0.10%,93.65%,0.23%,0.09,-,-,21.10%,6.20,6.20,0.00,0.00,68.70%,24.60%,27.20%,2.33%,-4.35%,0.57%,-20.00%,-,-56.00%,-,0.16,13.04%,6.69%,1.03%,0.03%,-12.32%,-38.72%,10.01%,-65.22%,14.85%,50.69,4.35%,-0.57%,-,323.33K,0.70,1.83,3.76%,"223,871",-,-,2/24/2020,-,-
219,ZSAN,Zosano Pharma Corporation,Healthcare,Biotechnology,USA,59.17M,-,-,-,-,0.82,-,-,-,-,-0.97,38.70%,27.80%,47.10%,-,-,79.80%,-,102.07M,101.94M,0.40%,0.00%,15.60%,63.80%,6.76%,1.34,-61.90%,-127.80%,-,3.40,3.40,0.13,0.21,-,-,-,-8.34%,-0.78%,-64.78%,-31.37%,-58.53%,-61.53%,3.85,0.05,6.62%,8.27%,0.80%,16.04%,-29.54%,-11.46%,89.25%,-68.38%,89.25%,53.57,-0.83%,6.89%,1.70,5.15M,1.13,0.62,6.00%,"5,768,472",-,-,1/27/2015,-,-
